time, magnitude, latitude, longitude, depth
2010-09-29T11:33:32.150Z,5.0,4.998,94.736,54.9
2006-12-09T09:24:46.750Z,5.1,5.08,94.752,30.0
2012-08-19T01:57:03.640Z,5.2,5.063,94.753,40.6
2006-12-09T09:24:46.750Z,5.1,5.08,94.752,30.0
2015-07-08T00:38:56.010Z,5.3,4.995,94.735,34.3
2006-12-13T01:57:43.100Z,5.0,46.166,152.966,10.0
2008-03-03T11:22:35.660Z,5.3,46.257,152.931,10.0
2007-03-04T23:49:26.200Z,5.1,-17.566,-173.346,35.0
2012-11-12T14:58:09.650Z,5.1,-17.631,-173.09,10.0
2007-03-28T14:28:54.710Z,5.3,25.497,-109.633,10.0
2016-10-13T03:55:12.520Z,5.3,25.476,-109.735,24.0
2007-04-20T13:21:00.970Z,5.1,-0.14,124.416,20.9
2011-05-05T08:45:29.000Z,5.0,-0.199,124.483,73.0
2007-04-20T00:39:18.990Z,5.0,-7.182,155.162,10.0
2016-07-24T22:09:59.800Z,5.2,-7.192,155.14,56.3
2007-04-20T19:37:58.230Z,5.7,27.471,128.379,42.4
2016-09-26T05:19:58.220Z,5.7,27.465,128.578,38.0
2007-04-25T10:06:49.460Z,5.0,46.634,152.586,10.0
2010-01-25T00:07:52.570Z,5.0,46.701,152.547,48.2
2007-06-21T04:39:16.360Z,5.3,46.483,153.316,10.0
2011-08-19T11:39:47.170Z,5.2,46.524,153.276,34.9
2007-06-23T16:47:30.720Z,5.0,1.192,97.328,51.2
2014-02-22T17:27:59.300Z,5.1,1.077,97.236,28.0
2007-06-24T13:47:36.580Z,5.0,5.423,94.585,30.0
2008-05-08T11:31:23.880Z,5.0,5.507,94.703,35.0
2007-06-24T13:47:36.580Z,5.0,5.423,94.585,30.0
2009-08-28T16:45:18.250Z,5.0,5.475,94.659,55.3
2007-06-24T13:47:36.580Z,5.0,5.423,94.585,30.0
2010-12-18T22:56:43.080Z,5.0,5.42,94.667,55.2
2007-06-24T13:47:36.580Z,5.0,5.423,94.585,30.0
2016-12-18T19:24:43.690Z,5.3,5.411,94.611,50.7
2007-07-18T19:37:31.460Z,5.1,-5.954,104.537,30.0
2012-07-29T14:21:18.430Z,5.2,-5.997,104.418,66.4
2007-08-08T15:19:42.560Z,5.2,27.385,128.346,47.0
2013-03-05T20:32:45.540Z,5.3,27.386,128.304,51.1
2007-08-22T09:34:50.740Z,5.0,-7.042,154.789,49.5
2014-04-12T10:55:41.640Z,5.0,-6.973,154.803,14.1
2007-08-22T09:34:50.740Z,5.0,-7.042,154.789,49.5
2014-04-26T16:03:50.510Z,5.0,-7.001,154.813,35.6
2007-09-12T22:02:26.660Z,5.1,-4.429,101.402,28.4
2007-12-01T21:21:19.110Z,5.1,-4.454,101.365,27.4
2007-09-13T10:47:52.880Z,5.1,-3.432,101.659,35.0
2008-07-24T13:21:50.540Z,5.1,-3.448,101.658,75.3
2007-09-13T05:44:18.970Z,5.0,-3.723,100.688,28.9
2008-10-26T10:27:37.490Z,5.1,-3.631,100.75,35.5
2007-09-14T03:07:14.700Z,5.1,-2.919,101.145,40.0
2008-03-31T13:30:56.860Z,5.1,-2.859,101.177,50.4
2007-09-14T23:44:35.210Z,5.0,-11.982,165.871,35.0
2009-11-13T12:40:54.890Z,5.0,-12.033,166.109,35.0
2007-09-20T00:50:19.390Z,5.0,-4.303,101.229,27.1
2007-12-24T20:56:20.200Z,5.2,-4.328,101.294,25.7
2007-09-20T00:50:19.390Z,5.0,-4.303,101.229,27.1
2011-03-03T04:30:15.770Z,5.1,-4.424,101.123,19.5
2007-09-22T08:00:18.940Z,5.1,24.855,125.267,54.4
2014-09-17T23:18:55.450Z,5.4,24.841,125.351,42.8
2007-10-05T09:22:36.420Z,5.1,-4.376,101.337,35.0
2012-03-28T08:54:16.230Z,5.2,-4.403,101.235,15.7
2007-11-22T20:30:20.210Z,5.1,-19.161,168.75,40.1
2012-03-25T20:45:45.700Z,5.0,-19.108,168.75,40.4
2007-11-22T23:02:12.960Z,5.8,4.743,95.06,49.3
2013-01-10T13:47:03.780Z,5.7,4.72,95.095,38.0
2007-11-26T15:03:42.100Z,5.0,1.091,97.103,35.0
2014-06-17T16:04:43.050Z,5.0,1.177,97.066,36.2
2007-11-27T15:46:10.850Z,5.3,-1.63,100.437,35.0
2013-06-11T02:30:36.360Z,5.0,-1.78,100.281,35.4
2007-12-07T08:09:24.810Z,5.0,5.457,94.666,72.8
2012-04-17T03:24:26.410Z,5.1,5.373,94.621,60.0
2007-12-24T20:56:20.200Z,5.2,-4.328,101.294,25.7
2011-03-03T04:30:15.770Z,5.1,-4.424,101.123,19.5
2008-01-05T20:01:55.080Z,5.3,5.477,94.685,57.3
2012-06-05T11:01:20.000Z,5.3,5.482,94.672,54.4
2008-01-06T10:06:32.780Z,5.1,-4.867,103.096,35.0
2013-08-22T22:37:50.900Z,5.1,-4.733,103.045,69.0
2008-01-19T19:24:59.830Z,5.2,36.428,70.767,204.8
2011-08-26T20:32:40.930Z,5.3,36.445,70.727,202.4
2008-02-22T15:26:51.360Z,5.1,-20.993,-174.527,35.0
2013-06-19T09:39:33.960Z,5.1,-21.022,-174.438,41.5
2008-02-22T15:26:51.360Z,5.1,-20.993,-174.527,35.0
2017-07-05T23:29:45.290Z,5.1,-20.881,-174.382,35.0
2008-02-28T11:55:06.130Z,5.1,49.37,155.543,60.1
2012-11-01T06:57:23.500Z,5.2,49.399,155.489,59.5
2008-03-05T17:04:07.700Z,5.0,5.08,94.825,56.4
2010-09-29T11:33:32.150Z,5.0,4.998,94.736,54.9
2008-03-05T17:04:07.700Z,5.0,5.08,94.825,56.4
2012-08-19T01:57:03.640Z,5.2,5.063,94.753,40.6
2008-03-07T16:54:57.170Z,5.2,36.453,140.612,57.0
2016-07-27T14:47:17.010Z,5.3,36.492,140.758,46.0
2008-03-14T15:48:33.540Z,5.0,-22.281,-174.72,35.0
2012-03-04T16:05:14.110Z,5.1,-22.309,-174.798,7.8
2008-03-16T23:05:25.580Z,5.2,-2.897,101.095,35.0
2010-01-31T07:02:46.270Z,5.0,-2.878,100.906,50.7
2008-04-06T18:48:15.190Z,5.1,-20.081,168.575,35.0
2008-06-01T22:30:50.880Z,5.2,-20.062,168.601,45.5
2008-04-06T18:48:15.190Z,5.1,-20.081,168.575,35.0
2011-05-28T06:42:06.570Z,5.1,-20.057,168.527,37.8
2008-04-10T13:25:29.660Z,5.0,-20.299,168.854,35.0
2014-07-18T18:44:27.490Z,5.1,-20.482,168.761,28.4
2008-05-01T17:44:54.680Z,5.0,-2.874,101.213,49.4
2011-02-25T22:08:37.720Z,5.1,-3.047,100.996,50.1
2008-05-03T03:53:34.930Z,5.3,-3.015,101.319,50.4
2013-02-13T11:00:24.850Z,5.3,-2.99,101.297,55.3
2008-05-08T11:31:23.880Z,5.0,5.507,94.703,35.0
2009-08-28T16:45:18.250Z,5.0,5.475,94.659,55.3
2008-05-08T11:31:23.880Z,5.0,5.507,94.703,35.0
2010-12-18T22:56:43.080Z,5.0,5.42,94.667,55.2
2008-05-08T21:18:43.350Z,5.0,36.275,142.029,31.8
2011-03-21T05:54:12.510Z,5.0,36.252,142.014,35.0
2008-05-08T21:18:43.350Z,5.0,36.275,142.029,31.8
2011-05-28T13:46:07.930Z,5.0,36.287,142.021,35.0
2008-05-08T11:31:23.880Z,5.0,5.507,94.703,35.0
2016-12-18T19:24:43.690Z,5.3,5.411,94.611,50.7
2008-05-31T14:28:35.100Z,5.0,39.983,142.604,33.5
2011-05-02T21:25:49.540Z,5.1,40.102,142.564,32.3
2008-05-31T14:28:35.100Z,5.0,39.983,142.604,33.5
2011-12-20T06:26:23.210Z,5.1,40.099,142.559,52.7
2008-05-31T14:28:35.100Z,5.0,39.983,142.604,33.5
2014-01-16T01:12:17.710Z,5.1,40.115,142.818,51.8
2008-06-01T22:30:50.880Z,5.2,-20.062,168.601,45.5
2011-05-28T06:42:06.570Z,5.1,-20.057,168.527,37.8
2008-06-24T19:14:44.150Z,5.1,-3.185,101.433,49.0
2011-06-19T04:15:58.980Z,5.4,-3.247,101.361,57.1
2008-07-09T02:34:43.520Z,5.0,-12.406,166.46,45.2
2012-02-29T07:05:12.110Z,5.1,-12.543,166.487,80.7
2008-07-10T16:01:06.490Z,5.1,-20.081,169.205,69.5
2011-10-16T04:24:45.080Z,5.1,-20.04,169.144,81.1
2008-08-05T10:08:11.950Z,5.2,13.865,93.581,35.0
2012-11-26T23:13:52.470Z,5.1,13.85,93.637,53.7
2008-08-05T10:08:11.950Z,5.2,13.865,93.581,35.0
2015-06-12T18:29:30.290Z,5.2,14.012,93.578,48.6
2008-08-18T02:21:19.070Z,5.2,52.146,-170.6,30.7
2017-05-06T20:43:19.300Z,5.2,52.112,-170.543,31.7
2008-08-22T10:59:50.120Z,5.2,36.463,140.401,51.5
2015-08-06T09:22:29.530Z,5.2,36.452,140.595,52.8
2008-11-05T05:04:46.090Z,5.3,52.035,-170.538,30.0
2017-05-19T01:21:42.220Z,5.2,52.002,-170.488,22.2
2009-02-23T05:56:31.680Z,5.4,0.479,98.548,35.0
2016-09-01T20:04:17.480Z,5.5,0.553,98.615,35.0
2009-03-25T20:25:12.600Z,5.2,-62.007,155.608,10.0
2016-02-26T01:49:36.830Z,5.7,-62.209,155.257,10.0
2009-04-14T22:44:45.000Z,5.2,19.328,-155.21,9.9
2015-06-28T08:10:10.480Z,5.2,19.335,-155.209,8.6
2009-07-11T12:35:21.830Z,5.3,-20.672,-174.215,35.0
2012-06-17T17:26:26.940Z,5.3,-20.588,-174.311,10.0
2009-07-25T18:41:58.040Z,5.2,1.869,97.02,39.2
2012-08-10T04:41:40.250Z,5.1,1.901,96.965,8.0
2009-08-28T16:45:18.250Z,5.0,5.475,94.659,55.3
2010-12-18T22:56:43.080Z,5.0,5.42,94.667,55.2
2009-08-28T16:45:18.250Z,5.0,5.475,94.659,55.3
2016-12-18T19:24:43.690Z,5.3,5.411,94.611,50.7
2009-09-04T00:52:08.110Z,5.1,-6.286,104.794,46.0
2017-11-08T19:17:06.960Z,5.0,-6.507,104.615,35.0
2009-09-11T08:12:03.750Z,5.0,-55.982,-26.644,35.0
2017-05-03T17:24:54.480Z,5.3,-56.026,-26.695,34.5
2009-10-15T19:20:16.570Z,5.2,-12.408,166.617,35.0
2012-02-29T07:05:12.110Z,5.1,-12.543,166.487,80.7
2009-11-26T15:42:17.730Z,5.0,-30.522,-177.839,23.3
2015-10-07T03:50:33.440Z,5.0,-30.27,-177.88,27.6
2009-12-02T23:14:00.830Z,5.4,-56.156,-26.772,59.7
2017-06-20T12:54:35.910Z,5.3,-56.259,-27.015,56.2
2009-12-08T00:11:36.170Z,5.0,-4.803,103.105,73.3
2014-05-16T21:20:24.000Z,5.0,-4.982,102.975,63.3
2010-01-28T04:01:18.210Z,5.0,-9.832,108.788,16.1
2015-05-12T06:27:03.550Z,5.1,-10.022,108.732,10.0
2010-02-10T12:22:39.600Z,5.1,-7.189,154.877,18.8
2014-04-19T18:11:22.360Z,5.1,-7.147,154.77,44.1
2010-03-03T04:35:59.720Z,5.3,-37.582,-73.872,35.3
2011-06-01T13:47:29.640Z,5.4,-37.489,-73.674,28.5
2010-03-05T10:31:23.390Z,5.2,-37.559,-73.643,37.1
2010-04-19T07:32:48.890Z,5.2,-37.519,-73.68,25.8
2010-03-11T22:34:03.910Z,5.3,-37.705,-73.651,24.5
2011-07-25T11:15:11.000Z,5.2,-37.714,-73.728,32.8
2010-03-19T08:54:44.000Z,5.5,-35.541,-73.475,14.4
2015-07-17T11:11:22.780Z,5.2,-35.503,-73.222,10.0
2010-07-13T22:21:05.270Z,5.0,1.369,97.182,42.9
2013-11-19T20:22:43.750Z,5.1,1.294,97.117,16.4
2010-08-25T04:06:17.340Z,5.0,-49.496,117.32,10.0
2017-08-01T17:20:25.130Z,5.1,-49.528,116.896,10.0
2010-09-28T03:15:03.030Z,5.0,11.884,143.241,10.9
2016-05-02T05:24:42.170Z,5.3,11.851,143.337,10.0
2010-09-29T11:33:32.150Z,5.0,4.998,94.736,54.9
2012-08-19T01:57:03.640Z,5.2,5.063,94.753,40.6
2010-09-30T09:54:10.160Z,5.2,5.045,94.736,55.0
2015-07-22T05:35:39.440Z,5.2,5.056,94.716,23.7
2010-12-11T20:35:02.600Z,5.0,-56.83,-25.411,46.5
2014-12-11T18:16:50.380Z,5.1,-56.825,-25.257,10.0
2010-12-18T22:56:43.080Z,5.0,5.42,94.667,55.2
2014-08-04T10:36:09.830Z,5.3,5.399,94.653,57.0
2010-12-18T22:56:43.080Z,5.0,5.42,94.667,55.2
2016-12-18T19:24:43.690Z,5.3,5.411,94.611,50.7
2010-12-23T00:01:37.690Z,5.4,3.931,95.916,41.8
2013-04-29T13:42:59.670Z,5.0,3.886,95.918,61.1
2011-02-20T09:17:11.900Z,5.1,-7.263,155.136,35.0
2015-12-06T04:03:08.170Z,5.3,-7.235,155.042,11.1
2011-02-28T23:10:26.600Z,5.0,3.973,95.958,63.2
2017-05-07T11:29:19.150Z,5.0,3.931,95.869,49.3
2011-03-21T05:54:12.510Z,5.0,36.252,142.014,35.0
2011-05-28T13:46:07.930Z,5.0,36.287,142.021,35.0
2011-04-29T22:19:33.370Z,5.2,38.859,141.916,59.2
2011-07-24T15:07:10.970Z,5.1,38.855,141.993,62.4
2011-05-02T21:25:49.540Z,5.1,40.102,142.564,32.3
2011-12-20T06:26:23.210Z,5.1,40.099,142.559,52.7
2011-05-02T21:25:49.540Z,5.1,40.102,142.564,32.3
2014-01-16T01:12:17.710Z,5.1,40.115,142.818,51.8
2011-05-21T22:06:26.390Z,5.6,35.597,140.492,37.0
2017-02-19T09:19:31.080Z,5.4,35.662,140.752,42.0
2011-10-16T04:24:45.080Z,5.1,-20.04,169.144,81.1
2015-10-17T21:02:30.450Z,5.3,-20.114,169.226,43.4
2011-11-22T07:41:32.000Z,5.1,-34.762,-71.807,41.4
2014-02-12T13:35:23.510Z,5.2,-34.748,-71.617,44.9
2011-12-20T06:26:23.210Z,5.1,40.099,142.559,52.7
2014-01-16T01:12:17.710Z,5.1,40.115,142.818,51.8
2012-01-23T11:45:43.700Z,5.2,37.108,140.965,62.4
2014-02-08T02:34:23.050Z,5.0,37.087,141.12,51.8
2012-01-23T11:45:43.700Z,5.2,37.108,140.965,62.4
2015-05-15T03:30:34.360Z,5.1,37.046,141.203,38.0
2012-03-21T02:54:40.000Z,5.0,16.46,-98.4,15.0
2013-01-15T19:20:27.700Z,5.0,16.491,-98.491,12.2
2012-05-20T08:20:57.950Z,5.3,39.619,143.175,10.0
2015-06-11T04:56:32.160Z,5.4,39.61,143.241,10.0
2012-06-05T11:01:20.000Z,5.3,5.482,94.672,54.4
2017-01-17T11:48:46.330Z,5.1,5.418,94.558,35.0
2012-08-19T01:57:03.640Z,5.2,5.063,94.753,40.6
2015-07-08T00:38:56.010Z,5.3,4.995,94.735,34.3
2012-08-22T10:13:57.470Z,5.1,-20.038,-173.661,35.0
2016-12-18T19:17:40.650Z,5.4,-19.937,-173.164,10.0
2012-11-14T07:41:53.210Z,5.2,-20.739,-174.079,10.0
2016-12-13T23:51:31.140Z,5.2,-20.612,-173.631,10.0
2012-11-21T17:42:36.660Z,5.0,38.479,141.648,34.9
2013-11-25T15:43:02.470Z,5.0,38.482,141.94,52.9
2012-11-26T23:13:52.470Z,5.1,13.85,93.637,53.7
2015-06-12T18:29:30.290Z,5.2,14.012,93.578,48.6
2013-01-10T12:48:21.460Z,5.0,37.491,141.308,57.2
2014-02-07T17:18:34.490Z,5.2,37.562,141.363,62.0
2013-06-19T09:39:33.960Z,5.1,-21.022,-174.438,41.5
2017-07-05T23:29:45.290Z,5.1,-20.881,-174.382,35.0
2014-02-08T02:34:23.050Z,5.0,37.087,141.12,51.8
2015-05-15T03:30:34.360Z,5.1,37.046,141.203,38.0
2014-04-12T10:55:41.640Z,5.0,-6.973,154.803,14.1
2014-04-26T16:03:50.510Z,5.0,-7.001,154.813,35.6
