97.9115, 1.052
101.41, 0.922
41.8883, 0.976
54.8008, 1.017
56.8555, 0.950
32.4158, 1.148
41.8634, 1.057
132.699, 1.091
132.608, 1.133
132.74, 1.072
132.532, 1.066
132.855, 1.004
132.495, 0.991
132.697, 1.191
132.837, 1.015
121.309, 1.026
121.342, 1.107
88.4729, 1.124
90.5214, 1.174
133.384, 1.080
132.815, 1.112
130.978, 1.051
134.172, 0.981
132.529, 1.033
131.476, 1.001
132.074, 0.970
133.258, 0.824
130.568, 1.029
131.425, 1.057
131.943, 1.163
127.977, 1.061
84.662, 4.658
86.3391, 1.163
93.8626, 1.018
90.5752, 1.107
75.5744, 3.027
80.1475, 2.506
49.8582, 0.903
87.902, 1.034
92.4898, 1.064
92.6029, 1.126
145.356, 0.948
159.523, 1.091
42.5044, 0.914
31.4089, 1.035
51.9057, 0.995
24.8328, 1.019
29.9102, 1.026
21.5096, 1.014
44.218, 1.050
47.2017, 1.063
96.6535, 1.206
89.7914, 1.162
57.4376, 1.069
122.444, 1.114
21.8707, 0.915
52.84, 1.021
73.9378, 1.093
56.2826, 0.947
40.5263, 0.987
99.8264, 1.022
130.084, 1.082
143.983, 1.143
143.541, 3.094
143.541, 1.054
62.7453, 1.061
146.766, 0.990
43.6888, 1.156
61.3132, 1.570
51.3262, 1.031
72.0787, 1.290
47.7734, 1.049
65.741, 1.100
60.1988, 0.868
58.7835, 1.082
60.5005, 1.062
57.4376, 2.525
49.3007, 1.044
46.7296, 1.672
52.861, 1.041
52.8449, 1.029
52.8288, 1.031
52.8128, 1.022
52.7967, 1.037
52.7644, 1.034
52.7484, 1.041
52.7322, 1.056
52.716, 1.033
52.7, 0.998
52.7192, 1.024
52.7315, 1.042
52.7437, 1.042
52.756, 1.060
52.7683, 1.044
52.7929, 1.035
52.8056, 1.024
52.8177, 1.040
52.8299, 1.024
52.8423, 1.043
48.2713, 1.218
90.9897, 1.071
81.4484, 1.073
78.887, 1.139
4.68141, 1.041
18.4777, 0.999
5.45579, 0.844
5.2194, 0.981
20.4597, 0.998
13.8009, 1.033
141.237, 0.754
143.477, 1.004
82.4329, 1.022
2.23182, 1.020
78.4698, 1.095
138.815, 1.073
142.864, 0.369
135.643, 1.016
128.347, 1.084
131.5, 1.058
144.563, 1.056
129.338, 1.133
140.313, 1.021
133.191, 1.023
132.767, 1.089
130.216, 1.045
135.327, 1.048
136.954, 1.087
135.818, 1.022
144.329, 0.983
18.225, 1.052
32.4579, 0.961
31.7679, 0.960
31.218, 1.007
31.7286, 1.039
122.245, 1.129
120.138, 1.038
121.445, 1.081
121.347, 1.056
86.6441, 1.113
